# PIMCID: N2-M100-cycle2-w0-random1
# START_CONFIG 000000
      0        0        1      1.786E+01      1.190E+01      1.377E+01         99        0        1        0
      0        1        1      1.639E+01      3.729E+00      2.772E+00         99        1        1        1
      1        0        1      1.787E+01      1.077E+01      1.360E+01          0        0        2        0
      1        1        1      1.678E+01      3.371E+00      3.492E+00          0        1        2        1
      2        0        1      1.826E+01      1.131E+01      1.335E+01          1        0        3        0
      2        1        1      1.754E+01      5.320E+00      1.858E+00          1        1        3        1
      3        0        1      1.818E+01      1.201E+01      1.337E+01          2        0        4        0
      3        1        1      1.743E+01      4.269E+00      2.204E+00          2        1        4        1
      4        0        1      1.782E+01      1.155E+01      1.304E+01          3        0        5        0
      4        1        1      1.704E+01      3.818E+00      3.070E+00          3        1        5        1
      5        0        1      1.644E+01      1.126E+01      1.272E+01          4        0        6        0
      5        1        1      1.573E+01      3.293E+00      2.262E+00          4        1        6        1
      6        0        1      1.853E+01      1.120E+01      1.234E+01          5        0        7        0
      6        1        1      1.688E+01      4.666E+00      2.265E+00          5        1        7        1
      7        0        1      1.767E+01      1.016E+01      1.365E+01          6        0        8        0
      7        1        1      1.547E+01      3.900E+00      2.718E+00          6        1        8        1
      8        0        1      1.829E+01      1.184E+01      1.323E+01          7        0        9        0
      8        1        1      1.586E+01      3.452E+00      1.650E+00          7        1        9        1
      9        0        1      1.777E+01      1.116E+01      1.349E+01          8        0       10        0
      9        1        1      1.646E+01      3.984E+00      2.653E+00          8        1       10        1
     10        0        1      1.775E+01      1.158E+01      1.287E+01          9        0       11        0
     10        1        1      1.676E+01      4.585E+00      3.057E+00          9        1       11        1
     11        0        1      1.716E+01      1.187E+01      1.298E+01         10        0       12        0
     11        1        1      1.513E+01      4.054E+00      2.849E+00         10        1       12        1
     12        0        1      1.833E+01      1.048E+01      1.469E+01         11        0       13        0
     12        1        1      1.673E+01      4.279E+00      2.968E+00         11        1       13        1
     13        0        1      1.707E+01      1.175E+01      1.232E+01         12        0       14        0
     13        1        1      1.676E+01      3.055E+00      2.733E+00         12        1       14        1
     14        0        1      1.808E+01      1.185E+01      1.369E+01         13        0       15        0
     14        1        1      1.669E+01      3.675E+00      2.435E+00         13        1       15        1
     15        0        1      1.845E+01      1.104E+01      1.282E+01         14        0       16        0
     15        1        1      1.699E+01      3.647E+00      3.549E+00         14        1       16        1
     16        0        1      1.772E+01      1.053E+01      1.274E+01         15        0       17        0
     16        1        1      1.566E+01      3.847E+00      2.836E+00         15        1       17        1
     17        0        1      1.890E+01      1.152E+01      1.259E+01         16        0       18        0
     17        1        1      1.612E+01      3.979E+00      2.563E+00         16        1       18        1
     18        0        1      1.786E+01      1.216E+01      1.295E+01         17        0       19        0
     18        1        1      1.644E+01      4.062E+00      2.349E+00         17        1       19        1
     19        0        1      1.818E+01      1.131E+01      1.359E+01         18        0       20        0
     19        1        1      1.638E+01      4.791E+00      2.518E+00         18        1       20        1
     20        0        1      1.798E+01      1.061E+01      1.381E+01         19        0       21        0
     20        1        1      1.663E+01      4.668E+00      3.053E+00         19        1       21        1
     21        0        1      1.818E+01      1.089E+01      1.316E+01         20        0       22        0
     21        1        1      1.672E+01      3.950E+00      3.652E+00         20        1       22        1
     22        0        1      1.758E+01      1.090E+01      1.388E+01         21        0       23        0
     22        1        1      1.737E+01      3.889E+00      2.817E+00         21        1       23        1
     23        0        1      1.805E+01      1.125E+01      1.272E+01         22        0       24        0
     23        1        1      1.748E+01      3.981E+00      3.227E+00         22        1       24        1
     24        0        1      1.784E+01      1.170E+01      1.286E+01         23        0       25        0
     24        1        1      1.553E+01      4.405E+00      1.961E+00         23        1       25        1
     25        0        1      1.841E+01      1.038E+01      1.222E+01         24        0       26        0
     25        1        1      1.635E+01      3.571E+00      1.906E+00         24        1       26        1
     26        0        1      1.795E+01      1.082E+01      1.280E+01         25        0       27        0
     26        1        1      1.799E+01      4.588E+00      2.934E+00         25        1       27        1
     27        0        1      1.838E+01      1.120E+01      1.372E+01         26        0       28        0
     27        1        1      1.641E+01      4.679E+00      1.464E+00         26        1       28        1
     28        0        1      1.887E+01      1.098E+01      1.359E+01         27        0       29        0
     28        1        1      1.603E+01      4.307E+00      3.096E+00         27        1       29        1
     29        0        1      1.842E+01      1.195E+01      1.284E+01         28        0       30        0
     29        1        1      1.746E+01      4.392E+00      1.207E+00         28        1       30        1
     30        0        1      1.764E+01      1.153E+01      1.278E+01         29        0       31        0
     30        1        1      1.660E+01      3.534E+00      2.097E+00         29        1       31        1
     31        0        1      1.763E+01      1.103E+01      1.316E+01         30        0       32        0
     31        1        1      1.577E+01      4.550E+00      2.300E+00         30        1       32        1
     32        0        1      1.778E+01      1.083E+01      1.261E+01         31        0       33        0
     32        1        1      1.741E+01      3.616E+00      3.129E+00         31        1       33        1
     33        0        1      1.711E+01      1.165E+01      1.396E+01         32        0       34        0
     33        1        1      1.654E+01      3.733E+00      2.837E+00         32        1       34        1
     34        0        1      1.735E+01      1.106E+01      1.319E+01         33        0       35        0
     34        1        1      1.719E+01      4.093E+00      2.661E+00         33        1       35        1
     35        0        1      1.787E+01      1.019E+01      1.189E+01         34        0       36        0
     35        1        1      1.596E+01      4.267E+00      2.535E+00         34        1       36        1
     36        0        1      1.829E+01      1.121E+01      1.295E+01         35        0       37        0
     36        1        1      1.639E+01      3.373E+00      3.028E+00         35        1       37        1
     37        0        1      1.789E+01      1.042E+01      1.473E+01         36        0       38        0
     37        1        1      1.650E+01      4.114E+00      3.747E+00         36        1       38        1
     38        0        1      1.723E+01      1.076E+01      1.337E+01         37        0       39        0
     38        1        1      1.746E+01      3.978E+00      1.449E+00         37        1       39        1
     39        0        1      1.780E+01      1.156E+01      1.257E+01         38        0       40        0
     39        1        1      1.701E+01      5.196E+00      2.793E+00         38        1       40        1
     40        0        1      1.718E+01      1.163E+01      1.341E+01         39        0       41        0
     40        1        1      1.592E+01      4.190E+00      2.399E+00         39        1       41        1
     41        0        1      1.768E+01      1.166E+01      1.312E+01         40        0       42        0
     41        1        1      1.627E+01      4.155E+00      1.921E+00         40        1       42        1
     42        0        1      1.771E+01      1.080E+01      1.356E+01         41        0       43        0
     42        1        1      1.698E+01      4.795E+00      1.975E+00         41        1       43        1
