# PIMCID: N2-M100-cycle2-w0-random3
# START_CONFIG 000000
      0        0        1      3.127E-01      1.591E+01      2.802E-02         99        0        1        0
      0        1        1      1.221E+01      1.806E+01      6.089E+00         99        1        1        1
      1        0        1      1.478E+00      1.677E+01      1.110E+00          0        0        2        0
      1        1        1      1.129E+01      1.833E+01      6.507E+00          0        1        2        1
      2        0        1      6.082E-01      1.608E+01      7.125E-01          1        0        3        0
      2        1        1      1.232E+01      1.909E+01      6.492E+00          1        1        3        1
      3        0        1      1.745E+00      1.697E+01      1.199E+00          2        0        4        0
      3        1        1      1.136E+01      1.902E+01      6.270E+00          2        1        4        1
      4        0        1      1.454E+00      1.592E+01      9.709E-01          3        0        5        0
      4        1        1      1.140E+01      1.887E+01      6.113E+00          3        1        5        1
      5        0        1      9.474E-01      1.609E+01      4.391E-01          4        0        6        0
      5        1        1      1.228E+01      1.834E+01      6.506E+00          4        1        6        1
      6        0        1      1.846E+00      1.610E+01      5.863E-01          5        0        7        0
      6        1        1      1.103E+01      1.829E+01      5.543E+00          5        1        7        1
      7        0        1      1.823E+00      1.649E+01      1.745E+00          6        0        8        0
      7        1        1      1.114E+01      1.842E+01      5.980E+00          6        1        8        1
      8        0        1      1.337E+00      1.637E+01      5.969E-01          7        0        9        0
      8        1        1      1.114E+01      1.959E+01      6.331E+00          7        1        9        1
      9        0        1      1.347E+00      1.621E+01      8.667E-01          8        0       10        0
      9        1        1      1.197E+01      1.802E+01      5.957E+00          8        1       10        1
     10        0        1      1.430E-01      1.659E+01      1.234E+00          9        0       11        0
     10        1        1      1.262E+01      1.852E+01      6.484E+00          9        1       11        1
     11        0        1      9.997E-01      1.597E+01      7.872E-01         10        0       12        0
     11        1        1      1.177E+01      1.799E+01      7.693E+00         10        1       12        1
     12        0        1      1.773E+00      1.706E+01      1.153E+00         11        0       13        0
     12        1        1      1.175E+01      1.835E+01      6.663E+00         11        1       13        1
     13        0        1      1.801E+00      1.584E+01      4.247E-01         12        0       14        0
     13        1        1      1.212E+01      1.761E+01      5.752E+00         12        1       14        1
     14        0        1      1.430E+00      1.692E+01      1.482E-01         13        0       15        0
     14        1        1      1.112E+01      1.947E+01      7.592E+00         13        1       15        1
     15        0        1      4.620E-01      1.661E+01      7.893E-01         14        0       16        0
     15        1        1      1.170E+01      1.879E+01      6.232E+00         14        1       16        1
     16        0        1      2.188E+00      1.687E+01      1.401E+00         15        0       17        0
     16        1        1      1.142E+01      1.904E+01      6.081E+00         15        1       17        1
     17        0        1      1.898E+00      1.527E+01      1.530E+00         16        0       18        0
     17        1        1      1.191E+01      1.780E+01      6.961E+00         16        1       18        1
     18        0        1      1.467E+00      1.629E+01      4.261E-01         17        0       19        0
     18        1        1      1.119E+01      1.960E+01      6.260E+00         17        1       19        1
     19        0        1      3.859E-01      1.692E+01      1.986E+01         18        0       20        0
     19        1        1      1.234E+01      1.895E+01      7.013E+00         18        1       20        1
     20        0        1      2.084E+00      1.618E+01      9.843E-01         19        0       21        0
     20        1        1      1.074E+01      1.927E+01      6.063E+00         19        1       21        1
     21        0        1      1.416E+00      1.618E+01      1.952E+01         20        0       22        0
     21        1        1      1.182E+01      1.841E+01      6.281E+00         20        1       22        1
     22        0        1      1.248E+00      1.659E+01      1.998E+01         21        0       23        0
     22        1        1      1.184E+01      1.898E+01      6.553E+00         21        1       23        1
     23        0        1      1.576E+00      1.603E+01      4.994E-01         22        0       24        0
     23        1        1      1.121E+01      1.873E+01      6.001E+00         22        1       24        1
     24        0        1      1.512E+00      1.583E+01      1.273E+00         23        0       25        0
     24        1        1      1.199E+01      1.924E+01      6.933E+00         23        1       25        1
     25        0        1      2.114E+00      1.730E+01      6.832E-01         24        0       26        0
     25        1        1      1.166E+01      1.917E+01      6.212E+00         24        1       26        1
     26        0        1      1.286E+00      1.534E+01      1.030E+00         25        0       27        0
     26        1        1      1.083E+01      1.818E+01      5.480E+00         25        1       27        1
     27        0        1      8.758E-01      1.705E+01      1.101E+00         26        0       28        0
     27        1        1      1.279E+01      1.864E+01      5.554E+00         26        1       28        1
     28        0        1      1.560E+00      1.646E+01      8.186E-01         27        0       29        0
     28        1        1      1.134E+01      1.948E+01      6.930E+00         27        1       29        1
     29        0        1      1.990E+00      1.533E+01      8.945E-01         28        0       30        0
     29        1        1      1.201E+01      1.858E+01      6.756E+00         28        1       30        1
     30        0        1      1.342E+00      1.656E+01      1.524E+00         29        0       31        0
     30        1        1      1.209E+01      1.725E+01      6.387E+00         29        1       31        1
     31        0        1      1.076E+00      1.596E+01      9.231E-01         30        0       32        0
     31        1        1      1.186E+01      1.878E+01      7.467E+00         30        1       32        1
     32        0        1      2.023E+00      1.641E+01      2.762E-01         31        0       33        0
     32        1        1      1.148E+01      1.826E+01      6.755E+00         31        1       33        1
     33        0        1      1.584E+00      1.618E+01      5.104E-01         32        0       34        0
     33        1        1      1.178E+01      1.905E+01      6.679E+00         32        1       34        1
     34        0        1      1.070E+00      1.638E+01      6.036E-01         33        0       35        0
     34        1        1      1.166E+01      1.862E+01      6.438E+00         33        1       35        1
     35        0        1      1.173E+00      1.672E+01      2.158E-01         34        0       36        0
     35        1        1      1.075E+01      1.863E+01      6.853E+00         34        1       36        1
     36        0        1      9.334E-01      1.571E+01      4.056E-01         35        0       37        0
     36        1        1      1.121E+01      1.923E+01      6.224E+00         35        1       37        1
     37        0        1      8.819E-01      1.583E+01      1.155E+00         36        0       38        0
     37        1        1      1.200E+01      1.882E+01      6.042E+00         36        1       38        1
     38        0        1      8.741E-01      1.597E+01      8.161E-01         37        0       39        0
     38        1        1      1.171E+01      1.847E+01      6.128E+00         37        1       39        1
     39        0        1      1.637E+00      1.630E+01      1.250E+00         38        0       40        0
     39        1        1      1.174E+01      1.846E+01      6.221E+00         38        1       40        1
     40        0        1      1.161E+00      1.727E+01      1.902E+00         39        0       41        0
     40        1        1      1.168E+01      1.854E+01      6.400E+00         39        1       41        1
     41        0        1      1.395E+00      1.675E+01      4.362E-01         40        0       42        0
     41        1        1      1.084E+01      1.830E+01      7.092E+00         40        1       42        1
     42        0        1      1.162E+00      1.593E+01      4.268E-01         41        0       43        0
     42        1        1      1.047E+01      1.900E+01      5.159E+00         41        1       43        1
     43        0        1      5.296E-01      1.602E+01      6.657E-01         42        0       44        0
     43        1        1      1.158E+01      1.849E+01      7.099E+00         42        1       44        1
     44        0        1      1.356E+00      1.750E+01      1.104E+00         43        0       45        0
     44        1        1      1.115E+01      1.875E+01      6.660E+00         43        1       45        1
     45        0        1      1.695E+00      1.589E+01      1.466E+00         44        0       46        0
     45        1        1      1.159E+01      1.850E+01      5.581E+00         44        1       46        1
     46        0        1      1.167E+00      1.587E+01      7.140E-01         45        0       47        0
     46        1        1      1.144E+01      1.842E+01      5.989E+00         45        1       47        1
     47        0        1      8.282E-01      1.659E+01      8.517E-01         46        0       48        0
     47        1        1      1.204E+01      1.887E+01      7.235E+00         46        1       48        1
     48        0        1      1.400E+00      1.662E+01      6.228E-01         47        0       49        0
     48        1        1      1.240E+01      1.956E+01      7.431E+00         47        1       49        1
     49        0        1      1.724E+00      1.596E+01      9.062E-01         48        0       50        0
     49        1        1      1.157E+01      1.813E+01      5.139E+00         48        1       50        1
     50        0        1      8.285E-01      1.646E+01      1.037E+00         49        0       51        0
     50        1        1      1.127E+01      1.907E+01      6.615E+00         49        1       51        1
     51        0        1      1.240E+00      1.647E+01      1.994E+01         50        0       52        0
     51        1        1      1.213E+01      1.874E+01      6.850E+00         50        1       52        1
     52        0        1      1.267E+00      1.623E+01      3.542E-01         51        0       53        0
     52        1        1      1.143E+01      1.778E+01      5.783E+00         51        1       53        1
     53        0        1      2.010E+00      1.575E+01      3.109E-01         52        0       54        0
     53        1        1      1.154E+01      1.873E+01      7.008E+00         52        1       54        1
     54        0        1      1.149E+00      1.615E+01      1.554E+00         53        0       55        0
     54        1        1      1.077E+01      1.851E+01      6.830E+00         53        1       55        1
     55        0        1      1.673E+00      1.623E+01      1.430E+00         54        0       56        0
